id,Name,Artists,,started,Address,Notes,Commisioned,District,transform,images,location
m0111,,LUKE CHUEH,LUKE CHUEH,9/22/2015,"1516 Winder St, Detroit, MI",located In alley,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0111,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0111.jpg,
m0112,,RON ZAKRIN,RON ZAKRIN,9/1/2015,"1514 Winder St, Detroit, MI",Located In alley,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0112,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0112.jpg,
m0113,,2501,2501,9/1/2015,"1550 Winder Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0113,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0113.jpg,
m0114,,FELIPE PANTONE,FELIPE PANTONE,9/22/2016,"2478 Riopelle Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0114,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0114.jpg,
m0115,,"GHOST BEARD,PATCH WHISKY","GHOST BEARD,PATCH WHISKY",9/22/2016,"1489 Winder Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0115,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0115.jpg,
m0116,,KASHINK,KASHINK,9/1/2015,"2515 Riopelle Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0116,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0116.jpg,
m0118,,"NATUREL,RICK WILLIAMS","NATUREL,RICK WILLIAMS",9/1/2015,"1563 Adelaide Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0118,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0118.jpg,
m0119,,JAMES BULLOUGH,JAMES BULLOUGH,9/22/2017,"2633 Orleans Street, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0119,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0119.jpg,
m0120,,OUIZI,OUIZI,9/22/2017,"2629 Orleans Street, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0120,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0120.jpg,
m0121,,"GHOST BEARD,PATCH WHISKY","GHOST BEARD,PATCH WHISKY",9/22/2015,"1563 Adelaide Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0121,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0121.jpg,
m0122,,MARLOBRO,MARLOBRO,9/1/2015,"1565 Adelaide Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0122,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0122.jpg,
m0123,,JARUS,JARUS,9/1/2015,"2157 Hendricks Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0123,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0123.jpg,
m0124,,ZAK MEERS,ZAK MEERS,9/1/2015,"2598 Dubois Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0124,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0124.jpg,
m0127,CRIME FIGHTER,TRISTAN EATON,TRISTAN EATON,11/22/2014,"154 E Grand River Ave, Detroit, MI 48226",located in the Belt,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0127,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0127.jpg,"-83.046119, 42.334419"
m0128,PALLETS ON PIQUETTE,NICK JASKEY,NICK JASKEY,11/22/2014,"154 E Grand River Ave, Detroit, MI 48226",located in the Belt,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0128,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0128.jpg,"-83.046918, 42.334742"
m0129,ROUND AND ROUND,CLEON PETERSON,CLEON PETERSON,11/22/2014,"154 E Grand River Ave, Detroit, MI 48226",located in the Belt,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0129,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0129.jpg,"-83.046357, 42.334524"
m0130,,unknown,unknown,1/22/2013,"2663 Michigan Ave, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0130,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0130.jpg,
m0131,,unknown,unknown,9/22/2014,"4734 East Grand River, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0131,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0131.jpg,
m0132,GIRLS & SWEETS,MICHELLE TANGUAY,MICHELLE TANGUAY,1/22/2015,"301 Michigan Ave, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0132,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0132.jpg,
m0133,,NINA CHANEL ABNEY,NINA CHANEL ABNEY,10/22/2016,"The Belt, Detroit, MI",,Bedrock & Library Street Collective,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0133,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0133.jpg,"-83.046148, 42.334432"
m0134,,VHILS,VHILS,11/22/2014,"154 E Grand River Ave, Detroit, MI 48226",located in the Belt,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0134,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0134.jpg,"-83.047124, 42.334845"
m0135,,"ELLEN RUTT,PATRICK ETHEN","ELLEN RUTT,PATRICK ETHEN",9/22/2016,"579 Monroe Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0135,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0135.jpg,
m0136,,KATIE YAMASAKI,KATIE YAMASAKI,9/22/2013,"9402 Felch St, Detroit, MI",(in parking lot),,4,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0136,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0136.jpg,
m0137,,OLAYAMI DABLS,OLAYAMI DABLS,9/1/2016,"1950 Wilkins Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0137,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0137.jpg,
m0138,,"SHAINA KASZTELAN,HEIDI BARLOW","SHAINA KASZTELAN,HEIDI BARLOW",9/22/2016,"1353 Division Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0138,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0138.jpg,
m0139,,SHEEFY MCFLY,SHEEFY MCFLY,9/1/2016,"2719 Russell Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0139,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0139.jpg,
m0140,,CLIFTON PERRY,CLIFTON PERRY,9/1/2016,"1500 Alfred Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0140,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0140.jpg,
m0141,,FEL3000FT,FEL3000FT,1/22/2013,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0141,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0141.jpg,"-83.033528, 42.343990"
m0142,,unknown,unknown,1/22/2013,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0142,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0142.jpg,"-83.033528, 42.343990"
m0144,,BEN SAGINAW,BEN SAGINAW,9/22/2016,"2741 Russell St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0144,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0144.jpg,
m0145,,FEL3000FT,FEL3000FT,9/22/2015,"2613 Russell St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0145,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0145.jpg,
m0146,,THE WEIRD,THE WEIRD,7/22/2015,"1356 Gratiot, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0146,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0146.jpg,
m0147,,ANTHONY GROSS,ANTHONY GROSS,9/18/2016,"1942 Alfred Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0147,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0147.jpg,
m0148,,JOSEPH KONERT,JOSEPH KONERT,9/22/2016,"2615 Russell St, Detroit, MI",alley to the right of the entrance,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0148,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0148.jpg,
m0149,,CEY ADAMS,CEY ADAMS,9/1/2016,"1550 E Fisher Service Dr, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0149,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0149.jpg,
m0150,,RONE,RONE,9/1/2015,"1548 Gratiot Avenue, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0150,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0150.jpg,
m0151,,SINTEX,SINTEX,8/22/2016,"2000 Division St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0151,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0151.jpg,
m0152,,SLICK,SLICK,9/22/2016,"1528 Gratiot Ave, Detroit, MI 48207",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0152,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0152.jpg,
m0153,,HUEMAN,HUEMAN,9/1/2016,"2100 Rivard Street, Detroit, MI",in alley,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0153,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0153.jpg,
m0154,,APEXER,APEXER,9/22/2016,"1544 Gratiot Ave, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0154,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0154.jpg,
m0155,,"GHOST BEARD,PATCH WHISKY","GHOST BEARD,PATCH WHISKY",9/1/2016,"1545 Gratiot Ave, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0155,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0155.jpg,
m0156,,SHARKTOOF,SHARKTOOF,9/1/2015,"1906 Division Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0156,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0156.jpg,
m0157,,"ASKEW,HANNAH STOUFFER","ASKEW,HANNAH STOUFFER",9/1/2015,"1825 Division Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0157,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0157.jpg,
m0158,,"YOK,SHERYO,DAEK,FECKS","YOK,SHERYO,DAEK,FECKS",9/22/2015,"1936 Division Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0158,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0158.jpg,
m0159,TRIBUTE BOUQUET,OUIZI,OUIZI,9/1/2015,"1816 Division Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0159,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0159.jpg,
m0160,,KASHINK,KASHINK,9/22/2015,"1948 Division Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0160,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0160.jpg,
m0161,,TYLONN SAWYER,TYLONN SAWYER,9/21/2016,"2640 Orleans St, Detroit, MI 48207",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0161,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0161.jpg,
m0162,,"MR. JAGO,XENX","MR. JAGO,XENX",9/19/2016,"1801 Division Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0162,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0162.jpg,
m0163,,TONY RAVE,TONY RAVE,9/22/2016,"2639 Orleans St, Detroit, MI 48207","behind building on Division St,",,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0163,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0163.jpg,
m0164,The Cornfield,VITO VALDEZ,VITO VALDEZ,8/22/1998,"1716 St Anne St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0164,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0164.jpg,
m0165,,VICTOR REYES,VICTOR REYES,1/19/2013,"2201 Holbrook Ave, Hamtramck, MI 48212",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0165,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0165.jpg,"-83.060492, 42.391303"
m0166,DEITY OF SOUTHWEST DETROIT,MARKA27,MARKA27,9/1/2015,"1312 Springwells, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0166,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0166.jpg,
m0167,CORKTOWN PHESANT,SUMMER IN THE CITY,SUMMER IN THE CITY,7/22/2015,"2615 Rosa Parks Boulevard, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0167,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0167.jpg,
m0168,,ANTHONY LEE,ANTHONY LEE,1/19/2013,"2930 E Grand Blvd, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0168,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0168.jpg,
m0169,,HEBRU BRANTLEY,HEBRU BRANTLEY,9/22/2015,"1349 Adelaide St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0169,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0169.jpg,
m0170,,SHADES,SHADES,9/22/2016,"1548 E Fisher Service Dr, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0170,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0170.jpg,
m0172,City Spirit,"MARTIN MORENO,GEORGE VARGAS","MARTIN MORENO,GEORGE VARGAS",8/22/1979,"2700 Bagley Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0172,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0172.jpg,
m0173,,unknown,unknown,1/22/2013,"1716 23rd St, Detroit, MI",(rear parking lot),,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0173,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0173.jpg,
m0176,,FEL3000FT,FEL3000FT,5/15/2012,"5926 Lincoln St, Detroit, MI 48208",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0176,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0176.jpg,
m0178,,MICHELLE TANGUAY,MICHELLE TANGUAY,9/19/2015,"1564 Adelaide Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0178,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0178.jpg,
m0179,,SYDNEY G. JAMES,SYDNEY G. JAMES,9/22/2015,"1562 Adelaide Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0179,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0179.jpg,
m0180,,"MEGGS,TAYLOR WHITE,LAUREN YS","MEGGS,TAYLOR WHITE,LAUREN YS",9/22/2016,"1796 Jay St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0180,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0180.jpg,
m0181,,ZAK MEERS,ZAK MEERS,9/22/2016,"1501 Adelaide St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0181,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0181.jpg,
m0182,,ZAK MEERS,ZAK MEERS,9/22/2016,"2600 Riopelle Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0182,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0182.jpg,
m0183,,unknown,unknown,1/22/2013,"1561 Adelaide Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0183,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0183.jpg,
m0184,,ZAK MEERS,ZAK MEERS,9/22/2016,"1525 Adelaide Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0184,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0184.jpg,
m0185,,"CANNON DILL,BRETT FLANIGAN","CANNON DILL,BRETT FLANIGAN",1/21/2013,"1530 Winder Street, Detroit, MI",Painted in 2013,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0185,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0185.jpg,
m0186,,SHARKTOOF,SHARKTOOF,9/21/2017,"1500 Division Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0186,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0186.jpg,
m0187,,EUGENE CARLAND,EUGENE CARLAND,9/22/2015,"2712 Riopelle Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0187,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0187.jpg,
m0188,,MISS VAN,MISS VAN,9/1/2015,"1501 Division Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0188,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0188.jpg,
m0189,,SINTEX,SINTEX,1/22/2013,"2701 Orleans Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0189,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0189.jpg,
m0190,,NIC NOTION,NIC NOTION,7/22/2017,"2348 Russell Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0190,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0190.jpg,
m0191,,"WOES,LUKE CHUEH","WOES,LUKE CHUEH",9/1/2015,"1421 Gratiot Avenue, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0191,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0191.jpg,
m0192,,APEXER,APEXER,9/22/2016,"2903 Saint Aubin Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0192,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0192.jpg,
m0193,,unknown,unknown,1/22/2013,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0193,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0193.jpg,"-83.033528, 42.343990"
m0194,,HYGENIC DRESS LEAGUE,HYGENIC DRESS LEAGUE,10/19/2014,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0194,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0194.jpg,"-83.032788, 42.342682"
m0195,,unknown,unknown,7/22/2014,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0195,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0195.jpg,"-83.030344, 42.339459"
m0196,,"ELLEN RUTT,PATRICK ETHEN","ELLEN RUTT,PATRICK ETHEN",9/22/2014,"dequindre Cut Greenway, Detroit, MI 48207",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0196,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0196.jpg,"-83.032251, 42.341801"
m0197,,unknown,unknown,7/22/2014,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0197,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0197.jpg,"-83.030001, 42.338943"
m0198,,FEL3000FT,FEL3000FT,7/22/2014,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0198,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0198.jpg,"-83.030512, 42.338731"
m0199,,HYGENIC DRESS LEAGUE,HYGENIC DRESS LEAGUE,9/22/2014,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0199,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0199.jpg,"-83.032541, 42.342349"
m0200,,MIKE HAN (AKA ICON),MIKE HAN (AKA ICON),7/18/2014,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0200,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0200.jpg,"-83.030756, 42.340187"
m0201,,unknown,unknown,7/22/2014,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0201,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0201.jpg,"-83.032650, 42.342502"
m0202,,MIKE HAN (AKA ICON),MIKE HAN (AKA ICON),8/22/2014,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0202,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0202.jpg,"-83.030148, 42.338732"
m0203,,OUIZI,OUIZI,10/22/2014,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0203,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0203.jpg,"-83.033303, 42.343371"
m0204,DA RACE,MITCHELL SCHORR,MITCHELL SCHORR,8/22/2014,"dequindre Cut Greenway, Detroit, MI 48207",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0204,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0204.jpg,"-83.030460, 42.339176"
m0205,,ALANA HUBBELL,ALANA HUBBELL,6/22/2015,"512 West Canfield Street, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0205,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0205.jpg,
m0207,,LAUREN YS,LAUREN YS,10/13/2016,"1798 Jay Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0207,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0207.jpg,
m0209,,unknown,unknown,1/19/2013,"1718 23rd Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0209,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0209.jpg,
m0212,,JONNY ALEXANDER,JONNY ALEXANDER,9/1/2015,"2614 Russell St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0212,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0212.jpg,
m0213,,"NOSEGO,WOES","NOSEGO,WOES",9/1/2015,"2336 Russell Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0213,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0213.jpg,
m0214,,GREG MIKE,GREG MIKE,10/26/2016,"2899 Orleans Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0214,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0214.jpg,
m0215,,"ELLEN RUTT,JESSE KASSEL","ELLEN RUTT,JESSE KASSEL",9/22/2016,"2934 Russell St, Detroit, MI",located in parking lot,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0215,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0215.jpg,
m0218,,RASHAUN RUCKER,RASHAUN RUCKER,9/22/2017,"2200 Hunt St, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0218,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0218.jpg,
m0219,,CARL OXLEY III,CARL OXLEY III,5/22/2014,"1331 Holden St, Detroit, MI",,Recycle Here!,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0219,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0219.jpg,
m0219,,JESSEE LEE JOHNS,JESSEE LEE JOHNS,1/19/2013,"6234 Russell St, Detroit, MI",,,,,.jpg,
m0220,,unknown,unknown,6/22/2014,"1944 Calumet St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0220,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0220.jpg,
m0221,,unknown,unknown,1/22/2013,"2227 Marquette Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0221,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0221.jpg,
m0222,,TREETOP,TREETOP,7/27/2017,"2200 West Hancock Street, Detroit, MI",located in alley,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0222,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0222.jpg,
m0224,QUETZALCOATL SERPENT & JAGUAR,VITO VALDEZ,VITO VALDEZ,1/22/2013,"Dequindre Cut Greenway, Detroit, MI 48207",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0224,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0224.jpg,"-83.130151, 42.291505"
m0225,JAZZ GREATS,NIVEK MONET,NIVEK MONET,8/30/2017,"2740 Russell St, Detroit, MI",located in rear building,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0225,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0225.jpg,
m0226,,SYDNEY G. JAMES,SYDNEY G. JAMES,9/22/2016,"2638 Orleans St, Detroit, MI 48207",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0226,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0226.jpg,
m0227,,SLICK,SLICK,9/1/2016,"2002 Division St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0227,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0227.jpg,
m0228,,TAYLOR WHITE,TAYLOR WHITE,9/1/2015,"2740 Orleans Street, Detroit",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0228,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0228.jpg,
m0229,,HYGENIC DRESS LEAGUE,HYGENIC DRESS LEAGUE,10/22/2015,"1543 Gratiot Ave, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0229,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0229.jpg,
