id,Name,Artists,,started,Address,Notes,Commisioned,District,transform,images,location
m0230,,CASE MACLAIM,CASE MACLAIM,9/22/2017,"2453 Riopelle St, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0230,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0230.jpg,
m0231,,"WOES,KEVIN LYONS","WOES,KEVIN LYONS",9/22/2017,"2151 Brewster St, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0231,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0231.jpg,
m0232,,WC BEVAN,WC BEVAN,9/22/2017,"1530 Winder St, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0232,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0232.jpg,
m0233,,MEGGS,MEGGS,9/22/2017,"1532 Winder St, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0233,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0233.jpg,
m0234,,"FEL3000FT,MALT","FEL3000FT,MALT",9/22/2017,"2612 Russell St, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0234,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0234.jpg,
m0235,,MATTHEW HIGGS,MATTHEW HIGGS,11/1/2017,"4454 Woodward Ave, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0235,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0235.jpg,
m0236,,TONY WHLGN,TONY WHLGN,9/22/2015,"312 East Baltimore Ave, Detroit MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0236,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0236.jpg,
m0253,,unknown,unknown,8/22/2017,"313 East Baltimore Ave, Detroit MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0253,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0253.jpg,
m0254,,unknown,unknown,1/2/2013,"19101 Goulburn Ave, Detroit, MI 48205",,,3,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0254,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0254.jpg,
m0255,,JEFF GRESS,JEFF GRESS,9/26/2017,"2159 Gratiot Avenue, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0255,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0255.jpg,
m0256,,LAUREN NAPOLITANO,LAUREN NAPOLITANO,9/26/2017,"2245 Hunt St, Detroit, MI",located in parking lot,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0256,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0256.jpg,
m0257,,BASK,BASK,9/26/2017,"1328 Division Street, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0257,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0257.jpg,
m0258,,SHARKTOOF,SHARKTOOF,9/26/2017,"2158 Gratiot Avenue, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0258,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0258.jpg,
m0259,,"TAYLOR WHITE,DALEK","TAYLOR WHITE,DALEK",9/1/2016,"2626 St Aubin St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0259,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0259.jpg,
m0260,,Alex Pollock,Alex Pollock,9/20/1972,"2469 E Fisher Service Dr, Detroit, MI",(Painted by Ed Lee. Restored in 2013 by Vito Valdez),,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0260,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0260.jpg,
m0261,,DALEK,DALEK,9/26/2016,"2625 St Aubin St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0261,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0261.jpg,
m0262,,JEREMIAH BRITTON,JEREMIAH BRITTON,9/26/2017,"2001 Division St, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0262,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0262.jpg,
m0263,,LUNCH MONEY,LUNCH MONEY,9/26/2017,"2715 Saint Aubin Street, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0263,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0263.jpg,
m0264,,BEAU STANTON,BEAU STANTON,9/1/2015,"2126 Pierce St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0264,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0264.jpg,
m0265,,CHRIS SAUNDERS,CHRIS SAUNDERS,9/1/2016,"3500 Orleans St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0265,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0265.jpg,
m0266,,FFTY,FFTY,9/26/2017,"3501 Orleans St, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0266,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0266.jpg,
m0267,,1010,1010,9/1/2016,"3555 Orleans St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0267,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0267.jpg,
m0268,,JESSE KASSEL,JESSE KASSEL,9/26/2017,"1820 Mack Ave, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0268,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0268.jpg,
m0269,,HOXXOH,HOXXOH,9/26/2017,"1544 Mack Ave, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0269,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0269.jpg,
m0270,,"SYDNEY G. JAMES,ASKEW","SYDNEY G. JAMES,ASKEW",9/26/2017,"1461 Erskine St, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0270,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0270.jpg,
m0271,,"SHAINA KASZTELAN,HEIDI BARLOW","SHAINA KASZTELAN,HEIDI BARLOW",9/26/2017,"1809 Alfred St, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0271,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0271.jpg,
m0272,,ANTHONY LEE,ANTHONY LEE,9/26/2017,"1807 Alfred St, Detroit, MI",located in alley,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0272,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0272.jpg,
m0273,,"HOXXOH,BRIAN LACEY","HOXXOH,BRIAN LACEY",9/26/2017,"1811 Alfred St, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0273,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0273.jpg,
m0275,,CAMILO PARDO,CAMILO PARDO,9/26/2017,"1535 Alfred St, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0275,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0275.jpg,
m0276,,MARY IVERSON,MARY IVERSON,9/26/2017,"1560 Alfred St, Detroit, MI",located in parking lot,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0276,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0276.jpg,
m0277,,"BMIKE,RICK WILLIAMS","BMIKE,RICK WILLIAMS",9/26/2017,"1573 Adelaide St, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0277,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0277.jpg,
m0278,,DENIAL,DENIAL,9/26/2017,"2719 Russell St, Detroit, MI 48207",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0278,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0278.jpg,
m0279,,SHADES,SHADES,9/26/2017,"2739 Russell St, Detroit, MI",located in rear building,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0279,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0279.jpg,
m0280,,TAVAR ZAWACKI,TAVAR ZAWACKI,9/26/2017,"2611 Russell St, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0280,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0280.jpg,
m0281,,JULIAN SPRADLIN,JULIAN SPRADLIN,9/26/2017,"9131 Oakland Ave, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0281,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0281.jpg,
m0282,,TYLONN SAWYER,TYLONN SAWYER,9/26/2017,"8838 Third Ave, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0282,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0282.jpg,
m0283,,FFTY,FFTY,9/26/2017,"18660 Bretton Drive, Detroit, MI",,,1,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0283,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0283.jpg,
m0284,,ARLIN GRAFF,ARLIN GRAFF,9/26/2017,"1314 Gratiot Ave, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0284,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0284.jpg,
m0285,,TATIANA SUAREZ,TATIANA SUAREZ,9/26/2017,"2799 Orleans St, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0285,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0285.jpg,
m0286,,LAURA FINLAY,LAURA FINLAY,9/26/2017,"1562 Alfred St, Detroit, MI",,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0286,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0286.jpg,
m0287,,MEGGS,MEGGS,10/1/2015,"2934 Russell Street, Detroit, MI",located in parking lot,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0287,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0287.jpg,
m0288,,"PERSUE,KWEST","PERSUE,KWEST",9/26/2015,"2145 Hendricks St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0288,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0288.jpg,
m0289,,KEVIN LYONS,KEVIN LYONS,9/1/2016,"2008 Gratiot Avenue, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0289,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0289.jpg,
m0290,,"JEFF SOTO,MAXX242","JEFF SOTO,MAXX242",9/1/2015,"1487 Gratiot Ave, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0290,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0290.jpg,
m0291,,MARKA27,MARKA27,9/1/2016,"1485 Gratiot Ave, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0291,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0291.jpg,
m0292,,PIXEL PANCHO,PIXEL PANCHO,9/1/2016,"2105 Russell St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0292,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0292.jpg,
m0293,,KIRSTIN FARR,KIRSTIN FARR,9/1/2016,"2011 Russell St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0293,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0293.jpg,
m0294,,RONE,RONE,10/1/2015,"1550 Gratiot Avenue, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0294,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0294.jpg,
m0295,,APEXER,APEXER,9/1/2016,"1841 Gratiot Avenue, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0295,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0295.jpg,
m0296,,MISS VAN,MISS VAN,9/1/2015,"1301 Maple St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0296,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0296.jpg,
m0297,,OUIZI,OUIZI,10/26/2016,"1701 Trumbull, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0297,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0297.jpg,
m0298,,RICH AYERS,RICH AYERS,9/26/2017,"315 East Baltimore Ave, Detroit MI",Alley behind building,,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0298,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0298.jpg,
m0299,,SINTEX,SINTEX,9/26/2017,"1616 W. Fort St., Detroit, MI",,,6,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0299,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0299.jpg,
m0300,,WC BEVAN,WC BEVAN,4/24/2018,"124 West Columbia Street, Detroit, MI",,Warner Brother Nashville & Kenny Chesney,5,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0300,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0300.jpg,
m0301,,SUMMER IN THE CITY,SUMMER IN THE CITY,4/27/2017,"4493 Charles St, Detroit, MI",,,3,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0301,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0301.jpg,
m0302,,SUMMER IN THE CITY,SUMMER IN THE CITY,4/27/2017,"4499 Charles St, Detroit, MI",,,3,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0302,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0302.jpg,
m0303,,unknown,unknown,1/27/2013,"5900 W Vernor Hwy, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0303,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0303.jpg,
m0304,,FREDDY DIAZ,FREDDY DIAZ,1/27/2013,"7744 Vernor Hwy, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0304,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0304.jpg,
m0305,,unknown,unknown,1/27/2013,"1211 Trumbull Ave, Detroit, MI",(Left side of building),,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0305,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0305.jpg,
m0306,,SHADES,SHADES,7/27/2017,"1200 Beech St, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0306,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0306.jpg,
m0307,,FREDDY DIAZ,FREDDY DIAZ,1/27/2013,"5680 W Vernor Hwy, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0307,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0307.jpg,
m0308,,unknown,unknown,1/27/2013,"720 Ferdinand Street, Detroit, MI 48209",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0308,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0308.jpg,
m0309,MANO DE OBRA CAMPESINA,DASIC FERNÁNDEZ,DASIC FERNÁNDEZ,11/1/2010,"6060 Vernor Hwy, Detroit, Michigan",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0309,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0309.jpg,
m0310,,THE SOUTHWEST URBAN ARTS MURAL PROJECT,THE SOUTHWEST URBAN ARTS MURAL PROJECT,10/1/2015,"6500 Desmond St, Detroit, MI",,The Urban Neighborhoods Initiative,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0310,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0310.jpg,
m0311,,THE SOUTHWEST URBAN ARTS MURAL PROJECT,THE SOUTHWEST URBAN ARTS MURAL PROJECT,10/1/2015,"1944 Casgrain St, Detroit, MI",,The Urban Neighborhoods Initiative,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0311,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0311.jpg,
m0312,,THE SOUTHWEST URBAN ARTS MURAL PROJECT,THE SOUTHWEST URBAN ARTS MURAL PROJECT,10/1/2015,"6630 Desmond St, Detroit, MI",,The Urban Neighborhoods Initiative,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0312,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0312.jpg,
m0313,,THE SOUTHWEST URBAN ARTS MURAL PROJECT,THE SOUTHWEST URBAN ARTS MURAL PROJECT,10/1/2015,"6600 Desmond, Detroit, MI",,The Urban Neighborhoods Initiative,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0313,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0313.jpg,
m0314,,unknown,unknown,8/27/1993,"7721 West Vernor Hwy, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0314,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0314.jpg,
m0315,,PABLO DAVIS,PABLO DAVIS,9/27/1980,"7720 West Vernor Hwy, Detroit, MI","Year Unknown, est 1980s",Restored by Detroit Summer,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0315,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0315.jpg,
m0316,,unknown,unknown,1/27/2017,"1232 Michigan Ave, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0316,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0316.jpg,
m0317,,unknown,unknown,1/27/2017,"1230 Michigan Ave, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0317,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0317.jpg,
m0318,,unknown,unknown,1/27/2013,"1234 Michigan Ave, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0318,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0318.jpg,
m0319,,unknown,unknown,1/27/2013,"1236 Michigan Ave, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0319,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0319.jpg,
m0320,,unknown,unknown,1/21/2013,"4323 W Fort Street, Detroit, MI 48209",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0320,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0320.jpg,
m0321,,DASIC FERNÁNDEZ,DASIC FERNÁNDEZ,9/27/2010,"6000 Vernor Hwy, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0321,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0321.jpg,
m0322,,ELTON DURAN,ELTON DURAN,9/27/2016,"6002 Vernor Hwy, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0322,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0322.jpg,
m0323,,ELTON DURAN,ELTON DURAN,10/27/2016,"6001 Vernor Hwy, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0323,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0323.jpg,
m0324,,FEL3000FT,FEL3000FT,10/27/2016,"17125 Conant, Detroit, MI",,,3,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0324,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0324.jpg,
m0325,,unknown,unknown,1/27/2013,"7150 Vernor Hwy, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0325,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0325.jpg,
m0326,,ELLEN RUTT,ELLEN RUTT,12/29/2017,"7830 W Vernor Hwy, Detroit, MI",,,6,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0326,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0326.jpg,
m0327,,ERIC KELLY,ERIC KELLY,12/27/2016,"1232 Michigan Ave, Detroit, MI",located in rear building,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0327,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0327.jpg,
m0328,,unknown,unknown,1/27/2013,"12814 Kercheval Ave, Detroit, MI",,,4,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0328,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0328.jpg,
m0329,,ROBERT SESTOK,ROBERT SESTOK,11/27/1973,"5840 W Jefferson Ave, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0329,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0329.jpg,
m0330,,unknown,unknown,6/4/2017,"8054 Chamberlain Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0330,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0330.jpg,
m0331,,"GHOST BEARD,PATCH WHISKY","GHOST BEARD,PATCH WHISKY",10/22/2015,"2117 Michigan Ave., Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0331,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0331.jpg,
m0331,,unknown,unknown,6/4/2017,"8052 Chamberlain Street, Detroit, MI",,,,,.jpg,
m0332,,FREDDY DIAZ,FREDDY DIAZ,6/4/2017,"8042 Chamberlain Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0332,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0332.jpg,
m0333,,unknown,unknown,6/4/2017,"8044 Chamberlain Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0333,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0333.jpg,
m0334,,unknown,unknown,6/4/2017,"8046 Chamberlain Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0334,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0334.jpg,
m0335,,MALT,MALT,6/4/2017,"8050 Chamberlain Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0335,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0335.jpg,
m0336,,LISA LUEVANOS,LISA LUEVANOS,10/27/2015,"1227 Springwells Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0336,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0336.jpg,
m0337,,"FREDDY DIAZ,MEGGS","FREDDY DIAZ,MEGGS",10/27/2017,"1227 Springwells Street, Detroit, MI",,,6,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0337,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0337.jpg,
m0338,,THE SOUTHWEST URBAN ARTS MURAL PROJECT,THE SOUTHWEST URBAN ARTS MURAL PROJECT,10/27/2014,"1161 Springwells Street, Detroit, MI",,The Urban Neighborhoods Initiative,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0338,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0338.jpg,
m0339,,SANER,SANER,9/27/2015,"1421 Springwells, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0339,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0339.jpg,
m0340,,THE SOUTHWEST URBAN ARTS MURAL PROJECT,THE SOUTHWEST URBAN ARTS MURAL PROJECT,10/27/2014,"8038 Longworth Street, Detroit, MI",,The Urban Neighborhoods Initiative,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0340,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0340.jpg,
m0341,,THE SOUTHWEST URBAN ARTS MURAL PROJECT,THE SOUTHWEST URBAN ARTS MURAL PROJECT,10/27/2014,"8037 Longworth Street, Detroit, MI",,The Urban Neighborhoods Initiative,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0341,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0341.jpg,
m0342,,ALL SAINTS CENTER,ALL SAINTS CENTER,10/27/2008,"8038 Logan Street., Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0342,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0342.jpg,
m0343,,unknown,unknown,1/27/2013,"1700 Springwells Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0343,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0343.jpg,
m0344,,THE SOUTHWEST URBAN ARTS MURAL PROJECT,THE SOUTHWEST URBAN ARTS MURAL PROJECT,10/27/2013,"1800 Springwells Street, Detroit, MI",,The Urban Neighborhoods Initiative,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0344,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0344.jpg,
m0345,,THE SOUTHWEST URBAN ARTS MURAL PROJECT,THE SOUTHWEST URBAN ARTS MURAL PROJECT,10/27/2014,"1826 Springwells Street, Detroit, MI",,The Urban Neighborhoods Initiative,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0345,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0345.jpg,
m0346,,THE SOUTHWEST URBAN ARTS MURAL PROJECT,THE SOUTHWEST URBAN ARTS MURAL PROJECT,10/27/2013,"1835 Springwells St, Detroit, MI",,The Urban Neighborhoods Initiative,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0346,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0346.jpg,
m0347,,THE SOUTHWEST URBAN ARTS MURAL PROJECT,THE SOUTHWEST URBAN ARTS MURAL PROJECT,10/28/2013,"1837 Springwells St, Detroit, MI",,The Urban Neighborhoods Initiative,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0347,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0347.jpg,
m0348,,"FREDDY DIAZ,PHILLIP PATRICK","FREDDY DIAZ,PHILLIP PATRICK",9/27/2015,"1709 Lawndale Street, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0348,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0348.jpg,
m0349,,SUMMER IN THE CITY,SUMMER IN THE CITY,8/27/2017,"3910 Grand River Ave., Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0349,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0349.jpg,
m0350,,"CARL OXLEY III,MARK SENGBUSCH,SUMMER IN THE CITY","CARL OXLEY III,MARK SENGBUSCH,SUMMER IN THE CITY",7/27/2016,"3530 Grand River Avenue, Detroit, MI",,,,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0350,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0350.jpg,
