id,Name,Artists,started,Address,Notes,Commisioned,District,images,location
m0338,,THE SOUTHWEST URBAN ARTS MURAL PROJECT,10/27/2014,"1161 Springwells Street, Detroit, MI",,The Urban Neighborhoods Initiative,,https://www.dropbox.com/s/2589am8gzk78n74/m0338.jpg?dl=0,
m0339,,SANER,9/27/2015,"1421 Springwells, Detroit, MI",,,,https://www.dropbox.com/s/fcnfnqnu72289dx/m0339.jpg?dl=0,
m0340,,THE SOUTHWEST URBAN ARTS MURAL PROJECT,10/27/2014,"8038 Longworth Street, Detroit, MI",,The Urban Neighborhoods Initiative,,https://www.dropbox.com/s/m5vgb0bbykx9gup/m0340.jpg?dl=0,
m0341,,THE SOUTHWEST URBAN ARTS MURAL PROJECT,10/27/2014,"8037 Longworth Street, Detroit, MI",,The Urban Neighborhoods Initiative,,https://www.dropbox.com/s/o4020gvj4gun4uy/m0341.jpg?dl=0,
m0342,,ALL SAINTS CENTER,10/27/2008,"8038 Logan Street., Detroit, MI",,,,"https://www.dropbox.com/s/hxcob07aoxenvuk/m0342.jpg?dl=0, https://www.dropbox.com/s/tiq15oxuo4lrpqd/m0342_2.jpg?dl=0",
m0343,,unknown,1/27/2013,"1700 Springwells Street, Detroit, MI",,,,https://www.dropbox.com/s/u7i6m6igks4nchd/m0343.jpg?dl=0,
m0344,,THE SOUTHWEST URBAN ARTS MURAL PROJECT,10/27/2013,"1800 Springwells Street, Detroit, MI",,The Urban Neighborhoods Initiative,,https://www.dropbox.com/s/vpceds3eiu7mhnr/m0344.jpg?dl=0,
m0345,,THE SOUTHWEST URBAN ARTS MURAL PROJECT,10/27/2014,"1826 Springwells Street, Detroit, MI",,The Urban Neighborhoods Initiative,,https://www.dropbox.com/s/7gr0ai9tyjaktlv/m0345.jpg?dl=0,
m0346,,THE SOUTHWEST URBAN ARTS MURAL PROJECT,10/27/2013,"1835 Springwells St, Detroit, MI",,The Urban Neighborhoods Initiative,,https://www.dropbox.com/s/9ciizm4cul7xsdh/m0346.jpg?dl=0,
m0347,,THE SOUTHWEST URBAN ARTS MURAL PROJECT,10/28/2013,"1837 Springwells St, Detroit, MI",,The Urban Neighborhoods Initiative,,https://www.dropbox.com/s/a1w8r2mg5srg2ir/m0347.jpg?dl=0,
m0348,,"FREDDY DIAZ ] , [ PHILLIP PATRICK",9/27/2015,"1709 Lawndale Street, Detroit, MI",,,,https://www.dropbox.com/s/vmyxvau3nt9ggzw/m0348.jpg?dl=0,
m0349,,SUMMER IN THE CITY,8/27/2017,"3910 Grand River Ave., Detroit, MI",,,,https://www.dropbox.com/s/vffu3uouvvqqaia/m0349.jpg?dl=0,
m0350,,"CARL OXLEY III ] , [ MARK SENGBUSCH] , [ SUMMER IN THE CITY",7/27/2016,"3530 Grand River Avenue, Detroit, MI",,,,https://www.dropbox.com/s/08oattcf2ceo841/m0350.jpg?dl=0,
m0351,,FREDDY DIAZ,11/27/2017,"1930 Springwells Ave, Detroit, MI",,,6,https://www.dropbox.com/s/vcowe7732li8tyq/m0351.jpg?dl=0,
m0353,,"CARL OXLEY III ] , [ MARK SENGBUSCH",6/28/2005,"14326 East Jefferson Ave., Detroit, MI",,,4,https://www.dropbox.com/s/ifik2dmxrevxgpk/m0353.jpg?dl=0,
m0354,,unknown,1/28/2013,"13131 East Jefferson Ave., Detroit, MI",,,4,https://www.dropbox.com/s/yoccx2bv46xpkkr/m0354.jpg?dl=0,
m0355,,LAUREN HARRINGTON,9/1/2016,"1799 Antietam Ave, Detroit, MI",,,,https://www.dropbox.com/s/v2q1jynzajaq7qy/m0355.jpg?dl=0,
m0356,,BEN SAGINAW,6/28/2017,"2133 Michigan Ave, Detroit, MI",,,,https://www.dropbox.com/s/1d0dir9mvkgw4qt/m0356.jpg?dl=0,
m0357,,unknown,7/28/2013,"2369 Rosa Parks Blvd., Detroit, MI",,,,https://www.dropbox.com/s/duqnfxkm368vna8/m0357.jpg?dl=0,
m0358,,"ANTHONY LEE ] , [ GLENNA GOODACRE",1/28/2013,"2939 Woodward Ave., Detroit, MI",,,,https://www.dropbox.com/s/mc69hfsu2ouj5db/m0358.jpg?dl=0,
m0359,,GONZO STROSS,1/28/2013,"2940 Woodward Ave., Detroit, MI",,,,https://www.dropbox.com/s/rw0cypqdav79zv0/m0359.jpg?dl=0,
m0360,,unknown,4/28/2017,"2119 Cass Ave, Detroit, MI",,,,https://www.dropbox.com/s/4whtdjao1wok8y8/m0360.jpg?dl=0,
m0361,,ANTHONY LEE,9/28/2017,"80 West Alexandrine Street, Detroit, MI",,,5,https://www.dropbox.com/s/ukno2qlbbs13din/m0361.jpg?dl=0,
m0362,,TAURUS BURNS,7/28/2010,"4620 Cass Ave., Detroit, MI",,,,,
m0363,,CARATOES,10/28/2017,"3454 Second Ave., Detroit, MI",,,5,https://www.dropbox.com/s/juttohu704lwra9/m0363.jpg?dl=0,
m0364,,JASON OSTRO,2/28/2017,"3455 Second Ave., Detroit, MI",,,,https://www.dropbox.com/s/g3pfx82uqar3v7q/m0364.jpg?dl=0,
m0365,,CHRISTOPHER KONECKI,10/28/2017,"3456 Second Ave., Detroit, MI",,,5,https://www.dropbox.com/s/umewkfh979nr4ih/m0365.jpg?dl=0,
m0366,,MEGGS,10/28/2017,"3736 Third Street, Detroit, MI",,,5,https://www.dropbox.com/s/bq2sl1s00ka7iq9/m0366.jpg?dl=0,
m0367,,SWOON,10/28/2016,"500 Woodward Ave., Detroit, MI",,,,https://www.dropbox.com/s/7mvc5ouhmlimf01/m0367.jpg?dl=0,
m0368,,JESSIE KASSEL,7/28/2017,"1428 Griswold St, Detroit, MI",,,,https://www.dropbox.com/s/c631na2048x7oqk/m0368.jpg?dl=0,
m0369,,unknown,5/28/2017,"87 Watson St, Detroit, MI",,,,https://www.dropbox.com/s/5e2g6nwijia6su4/m0369.jpg?dl=0,
m0370,,unknown,8/21/2011,"58 Peterboro Street, Detroit, MI",,,,https://www.dropbox.com/s/gv5awsxwb8xcuc2/m0370.jpg?dl=0,
m0371,,SINTEX,9/28/2014,"2144 Gratiot Ave., Detroit, MI",,,,https://www.dropbox.com/s/h0lahmk9q1ohqb7/m0371.jpg?dl=0,
m0372,,SINTEX,9/28/2014,"2144 Gratiot Ave., Detroit, MI",,,,https://www.dropbox.com/s/clrxozzp0i2to1v/m0372.jpg?dl=0,
m0373,,WC BEVAN,9/28/2017,"9300 Kercheval Ave., Detroit, MI",,,5,https://www.dropbox.com/s/y5xfj5v3q11qndy/m0373.jpg?dl=0,
m0374,,unknown,1/28/2013,"4999 Philip Street, Detroit, MI",,,4,https://www.dropbox.com/s/o3ah6kxr93oqnme/m0374.jpg?dl=0,
m0375,,MUCKROCK,7/28/2017,"5705 W. Warren Ave, Detroit, MI",,,,https://www.dropbox.com/s/rlq3vfhpljb0962/m0375.jpg?dl=0,
m0376,,"ERIN KRUCZEK] , [ ELITE DETROIT] , [ ] , [ DETROIT HIVES",8/3/2017,"9407 East Warren Ave, Detroit, MI",,,4,https://www.dropbox.com/s/r7t4bkski86co8e/M0376.jpg?dl=0,
m0377,,unknown,1/3/2013,"9622 Harper Ave, Detroit, MI",,,3,https://www.dropbox.com/s/sddz9hvf36ygip6/m0377.jpg?dl=0,
m0378,,unknown,unknown,"9731 Harper Ave, Detroit, MI",,,3,https://www.dropbox.com/s/6dum1cpamque210/m0378.jpg?dl=0,
m0379,,unknown,1/3/2013,"8501 Harper Avenue, Detroit, MI",,,3,https://www.dropbox.com/s/eb5zobjqw4jpklh/m0379.jpg?dl=0,
m0380,,SINTEX,8/3/2014,"4736 East Grand River, Detroit, MI",,,,https://www.dropbox.com/s/dh34yegspaw2uej/m0380.jpg?dl=0,
m0381,,ARMAGEDDON BEACHPARTY,4/23/2018,"1527 West Warren Ave, Detroit, MI",,,6,https://www.dropbox.com/s/b9c10b5eg9a1i3h/m0381.jpg?dl=0,
m0382,,CZR PZR,7/3/2014,"4230 Grand River Ave, Detroit, MI",,,,https://www.dropbox.com/s/6n8qkvxztjsz6uk/m0382.jpg?dl=0,"-83.080559, 42.345536"
m0383,,unknown,7/3/2014,"4737 East Grand River, Detroit, MI",,,,https://www.dropbox.com/s/d7qf6nve4ct8nhd/m0383.jpg?dl=0,
m0384,,"BIRDO ] , [ ELMER",8/3/2014,"4667 15th Street, Detroit, MI",,,,https://www.dropbox.com/s/ja7abic3yhmvs4e/m0384.jpg?dl=0,
m0386,,unknown,9/11/2017,"3701 McClellan Ave, Detroit, MI",,,,https://www.dropbox.com/s/ps16ga1wm4aprs3/m0386.jpg?dl=0,
m0388,,PHILIPPE MASTROCOLA,10/3/2014,"4629 Grand River Ave, Detroit, MI",,,,https://www.dropbox.com/s/9ubpo3i50cxf5am/m0388.jpg?dl=0,
m0389,,LUCHER,9/3/2014,"4756 Grand River Ave, Detroit, MI",,,,https://www.dropbox.com/s/4ka9ycd7ibovkig/m0389.jpg?dl=0,
m0390,,"MALT] , [ TEAD] , [ ] , [ MONSTER STEVE",10/3/2014,"4733 East Grand River, Detroit, MI",,,,https://www.dropbox.com/s/bnbrpozd2xrzx0b/m0390.jpg?dl=0,
m0391,,MALT,9/1/2012,"1946 Calumet Street, Detroit, MI",,,,https://www.dropbox.com/s/ofa6jkla0ozxe3z/m0391.jpg?dl=0,
m0392,,AIR CREW CHICAGO,1/3/2013,"4429 Wabash Street, Detroit, MI",,,,https://www.dropbox.com/s/z26erdytfvpqd9g/m0392.jpg?dl=0,
m0393,,HELLO MELOH,8/3/2014,"1948 Calumet Street, Detroit, MI",,,,https://www.dropbox.com/s/qo9ze36c7gfu2fp/m0393.jpg?dl=0,
m0394,,DESIREE KELLY,8/3/2015,"4252 Grand River Ave, Detroit, MI",,,,https://www.dropbox.com/s/vzn3o47hxoicgcm/m0394.jpg?dl=0,
m0395,,HEAD,8/3/2014,"4264 Grand River Ave, Detroit, MI",,,,https://www.dropbox.com/s/1p85dmz4sc2kbb7/m0395.jpg?dl=0,"-83.080203, 42.345307"
m0396,,DUSTIN SPAGNOLA,9/3/2014,"4251 Grand River Ave, Detroit, MI",,,,https://www.dropbox.com/s/t2s4kvflfqha4bh/m0396.jpg?dl=0,
m0397,,FORTE,8/3/2014,"4230 Grand River Ave, Detroit, MI",,,,https://www.dropbox.com/s/afzn46e6ew3azwz/m0397.jpg?dl=0,"-83.080189, 42.345385"
m0398,,unknown,8/3/2014,"4230 Grand River Ave, Detroit, MI",,,,https://www.dropbox.com/s/si1elib2np6k2du/m0398.jpg?dl=0,"-83.080195, 42.345435"
m0399,,unknown,8/4/2014,"4230 Grand River Ave, Detroit, MI",,,,https://www.dropbox.com/s/7sl3wp9lldvmjgo/m0399.jpg?dl=0,"-83.080533, 42.345609"
m0400,,unknown,8/4/2014,"4230 Grand River Ave, Detroit, MI",,,,https://www.dropbox.com/s/xbwhde416mq23wh/m0400.jpg?dl=0,"-83.080658, 42.345660"
m0401,,PAPPSATT,9/3/2014,"4230 Grand River Ave, Detroit, MI",,,,https://www.dropbox.com/s/uiw2pbgs6cf6ynl/m0401.jpg?dl=0,"-83.080475, 42.345287"
m0402,,unknown,9/3/2014,"4224 Grand River Ave., Detroit, MI",alley behind building,,,https://www.dropbox.com/s/c4wimtpzad9fstp/m0402.jpg?dl=0,
m0403,,unknown,8/4/2014,"4230 Grand River Ave, Detroit, MI",,,,https://www.dropbox.com/s/5rzpsq0trm0e89o/m0403.jpg?dl=0,"-83.080895, 42.345462"
m0404,,JAKE MERTEN,7/4/2015,"10800 East Jefferson Avenue, Detroit, MI",,,,https://www.dropbox.com/s/uig5fal3c1sdjwm/m0404.jpg?dl=0,
m0405,,unknown,1/5/2013,"1031 Eastlawn Street, Detroit, MI",,,4,https://www.dropbox.com/s/d1ofosjq7mi8kpu/m0405.jpg?dl=0,
m0406,,WC BEVAN,9/1/2016,"2470 E Fisher Service Dr, Detroit, MI",,,,https://www.dropbox.com/s/8sggehn28ve0yj8/m0406.jpg?dl=0,
m0407,,unknown,8/9/2013,"2312 Vinewood Street, Detroit, MI",,,,https://www.dropbox.com/s/e23296hvc7zek57/m0407.jpg?dl=0,
m0408,,unknown,9/17/2015,"2313 Vinewood Street, Detroit, MI",,,,https://www.dropbox.com/s/azf1yswuafipr6a/m0408.jpg?dl=0,
m0409,,unknown,10/9/2013,"6109 Wabash Street, Detroit, MI",,,,https://www.dropbox.com/s/mj64crul1zi3kjz/m0409.jpg?dl=0,
m0410,,unknown,8/9/2015,"800 W. Willis Street, Detroit, MI",,,,https://www.dropbox.com/s/mhw07t90fn5enzq/m0410.jpg?dl=0,
m0411,,BENNIE WHITE,9/9/1993,"13023 E Warren Ave, Detroit, MI",,,4,https://www.dropbox.com/s/jplv0iodo7pbt5p/m0411.jpg?dl=0,
m0412,,unknown,1/9/2013,"19125 Hamburg Street, Detroit, MI",,,3,https://www.dropbox.com/s/cb9j9br6z2acy83/m0412.jpg?dl=0,
m0413,,unknown,1/9/2013,"7715 W. Vernor Highway, Detroit, MI",,,,https://www.dropbox.com/s/u7egphrbh2qadu7/m0413.jpg?dl=0,
m0414,,unknown,1/9/2013,"7714 W. Vernor Highway, Detroit, MI",,,,https://www.dropbox.com/s/67qdms1ziw4eydf/m0414.jpg?dl=0,
m0415,,REVOK,7/9/2017,"1825 21st Street, Detroit, MI",,,,https://www.dropbox.com/s/y1qqiqqe8wy2bg5/m0415.jpg?dl=0,
m0416,,unknown,1/9/2013,"5155 Rosa Parks Avenue, Detroit, MI",,,,https://www.dropbox.com/s/2p7bxaau1yfayfz/m0416.jpg?dl=0,
m0417,,unknown,1/9/2013,"1925 Bryant Street, Detroit, MI",,,,https://www.dropbox.com/s/ws8j96zsv8wkrsa/m0417.jpg?dl=0,
m0418,,SCRIBBLES,11/9/2009,"4882 Lennox Street, Detroit, MI",,,4,https://www.dropbox.com/s/cd43w8dgocem8go/m0418.jpg?dl=0,
m0419,,"CARL OXLEY III ] , [ MARK SENGBUSCH",9/8/2008,"2226 Marquette Street, Detroit, MI",PAINTED BY SUMMER IN THE CITY,,,https://www.dropbox.com/s/ib67z1c0ummf09w/m0419.jpg?dl=0,
m0420,,unknown,1/9/2013,"3345 Bagley Street, Detroit, MI",,,,https://www.dropbox.com/s/r978vpt65sd50kh/m0420.jpg?dl=0,
m0421,,unknown,6/9/2017,"5353 Baldwin St, Detroit, MI",,,,https://www.dropbox.com/s/3ry2iv7nuf2gtuj/m0421.jpg?dl=0,
m0422,,unknown,1/9/2013,"18037 Schoenherr Street, Detroit, MI",,,3,https://www.dropbox.com/s/vfz3dkc9a2urpyd/m0422.jpg?dl=0,
m0423,,unknown,1/11/2013,"12523 E. Seven Mile Road, Detroit, MI",,,3,https://www.dropbox.com/s/i2vhy21ug7v1ct8/m0423.jpg?dl=0,
m0424,,unknown,9/11/2013,"1907 W. Jefferson Avenue, Detroit, MI",,,,https://www.dropbox.com/s/pnmll2sidq6tk08/m0424.jpg?dl=0,
m0425,,unknown,1/11/2013,"2640 Michigan Avenue, Detroit, MI",,,,https://www.dropbox.com/s/fe6k2nvznhbveel/m0425.jpg?dl=0,
m0426,,unknown,1/11/2013,"6100 Trumbull Street, Detroit, MI",,,,https://www.dropbox.com/s/idjnoejdplqw5xy/m0426.jpg?dl=0,
m0427,,SUMMER IN THE CITY,9/1/2016,"5757 Trumbull Street, Detroit, MI",,,,https://www.dropbox.com/s/ghrnkvo3m3e71te/m0427.jpg?dl=0,
m0428,,SUMMER IN THE CITY,10/11/2017,"1984 West Euclid Street, Detroit, MI",,,5,https://www.dropbox.com/s/ugbuetxjwa7s4pz/m0428.jpg?dl=0,
m0429,,HUBERT MASSEY,7/11/2017,"9138 Rosa Parks Boulevard, Detroit, MI",,,,https://www.dropbox.com/s/rzzoyhr9s1260ui/m0429.jpg?dl=0,
m0430,,unknown,1/11/2013,"1722 23rd Street, Detroit, MI",,,,https://www.dropbox.com/s/atebf7on2gky048/m0430.jpg?dl=0,
m0431,,unknown,6/11/2017,"11610 Greiner Street, Detroit, MI",,,3,https://www.dropbox.com/s/d2bqreq8gfuqzdt/m0431.jpg?dl=0,
m0432,,ELTON DURAN,9/11/2017,"3041 West Vernor Highway, Detroit, MI",,,6,https://www.dropbox.com/s/kykfpz3wg6duzng/m0432.jpg?dl=0,
m0433,,"PHYBR] , [ DETROIT LACQUER] , [ ] , [ REC3SNK",9/11/2017,"20100 Schoenherr, Detroit, MI",,,3,https://www.dropbox.com/s/nhmjpgaog6fepd5/m0433.jpg?dl=0,
m0434,,WC BEVAN,9/11/2017,"6199 Concord Ave, Detroit, MI 48211",Packard Automotive Plant,,,https://www.dropbox.com/s/9eu7xgzkluio5q1/m0434.jpg?dl=0,
m0435,,MICHELLE TANGUAY,9/21/2017,"14600 Mack Avenue, Detroit, MI",,,,https://www.dropbox.com/s/gxxbqe0srqpjhk6/m0435.jpg?dl=0,
m0436,,SUMMER IN THE CITY,10/11/2017,"14114 East Warren Avenue, Detroit, MI",,,4,https://www.dropbox.com/s/ege02di7xtswyvf/m0436.jpg?dl=0,
m0437,,unknown,1/12/2013,"16527 Livernois Ave, Detroit, MI",,,2,https://www.dropbox.com/s/4fnmpib3diba380/m0437.jpg?dl=0,
m0438,,Michael Owen,11/13/2013,"19384 Livernois Avenue, Detroit, MI",,,2,https://www.dropbox.com/s/t741f5ngeap4zlw/m0438.jpg?dl=0,
m0439,,Michael Owen,11/12/2013,"19386 Livernois Avenue, Detroit, MI",,,2,https://www.dropbox.com/s/yu9arlztexszqmm/m0439.jpg?dl=0,
m0441,,unknown,10/12/2015,"14309 Greenfield Road, Detroit, MI",,,,https://www.dropbox.com/s/qibdr3g3cyzvxsy/m0441.jpg?dl=0,
m0443,,FUMEROISM,9/12/2015,"4400 Maplewood Ave, Detroit, MI",,,,https://www.dropbox.com/s/nafwbjlv3qr3aha/m0443.jpg?dl=0,
m0444,,FUMEROISM,9/12/2015,"4404 Maplewood Ave, Detroit, MI",,,,https://www.dropbox.com/s/se5ej0vjxhnotdy/m0444.jpg?dl=0,
m0445,,FUMEROISM,9/12/2015,"4402 Maplewood Ave, Detroit, MI",,,,https://www.dropbox.com/s/r8d09nb822muku3/m0445.jpg?dl=0,
m0446,,unknown,9/12/2015,"13838 Woodward Ave, Highland Park, MI",,,,https://www.dropbox.com/s/hw0u3d68gw0vj12/m0446.jpg?dl=0,
m0447,,SUMMER IN THE CITY,9/1/2013,"13836 Woodward Ave, Highland Park, MI",,,,https://www.dropbox.com/s/k2ewp78jszy4y1z/m0447.jpg?dl=0,
m0448,,unknown,5/12/2017,"2852 Benson Street, Detroit, MI",,,,https://www.dropbox.com/s/rqssykv5g7ndq48/m0448.jpg?dl=0,
m0449,,"SEAN LUGO ] , [ SAVAGE HABIT",7/12/2017,"2105 Russell Street, Detroit, MI",,,,https://www.dropbox.com/s/huze046ieuzltbj/m0449.jpg?dl=0,
m0450,,PHILIPPE MASTROCOLA,9/12/2014,"4223 Grand River Ave., Detroit, MI",,,,https://www.dropbox.com/s/adnm8ldvm29yhew/m0450.jpg?dl=0,
m0451,,MALT,1/16/2013,"2220 Caniff Street, Hamtramck, MI",,,,https://www.dropbox.com/s/9rwqxtyjivgvtpc/m0451.jpg?dl=0,
m0452,,DABS MYLA,10/16/2012,"2048 Caniff Street, Hamtramck, MI",,,,https://www.dropbox.com/s/je3oijutv3am7i9/m0452.jpg?dl=0,
m0453,,BASK,1/16/2013,"2049 Caniff Street, Hamtramck, MI",,,,https://www.dropbox.com/s/8mddwkki6t3l8r5/m0453.jpg?dl=0,
m0454,,unknown,9/16/2014,"8092 Joseph Campau Street, Hamtramck, MI",,,,https://www.dropbox.com/s/3jrz0iby5kk2sem/m0454.jpg?dl=0,
m0455,,"GHOST BEARD ] , [ PATCH WHISKY",10/16/2015,"8093 Joseph Campau Street, Hamtramck, MI",,,,https://www.dropbox.com/s/ixaoz69jw36pedz/m0455.jpg?dl=0,
m0456,,KOBIE SOLOMON,9/17/2015,"8829 Joseph Campau Street, Hamtramck, MI",,,,https://www.dropbox.com/s/g44693obcn5i755/m0456.jpg?dl=0,
m0457,,"DASIC FERN] , [EZ",10/17/2013,"8750 Joseph Campau Street, Hamtramck, MI",,,,https://www.dropbox.com/s/0e49p9psktgptn1/m0457.jpg?dl=0,
m0458,,unknown,9/17/2015,"8740 Joseph Campau Street, Hamtramck, MI",,,,https://www.dropbox.com/s/ikzzomk96ag2u28/m0458.jpg?dl=0,
m0459,,unknown,1/17/2013,"Veterans Park, Hamtramck, MI",,,,https://www.dropbox.com/s/f647gmwu71g80bv/m0459.jpg?dl=0,"-83.050538, 42.390488"
m0460,,unknown,9/18/2015,"Veterans Park, Hamtramck, MI",,,,https://www.dropbox.com/s/offc69hit9ppjfq/m0460.jpg?dl=0,"-83.051066, 42.389338"
m0461,,unknown,1/18/2013,"3201 Holbrook Ave, Hamtramck, MI",,,,https://www.dropbox.com/s/rbiw0rft34exui9/m0461.jpg?dl=0,
m0462,,BROZILLA,9/18/2016,,,,,"https://www.dropbox.com/s/1s1b7wmjm2g3oqf/m0462_2.jpg?dl=0, https://www.dropbox.com/s/xdca30svzpjxru1/m0462.jpg?dl=0","-83.046135, 42.393044"
m0463,,BROZILLA,10/18/2016,"8899 Conant St, Hamtramck, MI",,,,https://www.dropbox.com/s/xq5lwl0ljok8eq4/m0463.jpg?dl=0,
m0464,,BROZILLA,10/18/2016,"8900 Conant St, Hamtramck, MI",,,,https://www.dropbox.com/s/brz05cvjteq9vdd/m0464.jpg?dl=0,
m0465,,BROZILLA,12/18/2016,"8303 Joseph Campau Ave., Hamtramck, MI",,,,https://www.dropbox.com/s/3qvgby8byp4llwv/m0465.jpg?dl=0,
m0466,,REVOK,11/18/2016,"8304 Joseph Campau Ave., Hamtramck, MI",,,,https://www.dropbox.com/s/tafwt3me6i32yai/m0466.jpg?dl=0,
m0467,,BROZILLA,8/30/2016,"2473 Denton Street, Hamtramck, MI",,,,https://www.dropbox.com/s/mg59gijuramc551/m0467.jpg?dl=0,
m0468,,unknown,3/18/2016,"2474 Denton Street, Hamtramck, MI",,,,https://www.dropbox.com/s/k9vox2yyogflcq6/m0468.jpg?dl=0,
m0469,,unknown,10/18/2015,"2472 Denton Street, Hamtramck, MI",,,,https://www.dropbox.com/s/sdlwa2qh7auarng/m0469.jpg?dl=0,
m0470,,REVOK,9/18/2016,"8305 Joseph Campau Ave., Hamtramck, MI",,,,https://www.dropbox.com/s/smdfoo398jqtyd0/m0470.jpg?dl=0,
m0471,,ALEX SENNA,11/2/2017,"Dequindre Cut, Detroit, MI",,,5,https://www.dropbox.com/s/q3cmp96xfrcibsj/m0471.jpg?dl=0,"-83.032863, 42.342650"
m0472,,DANNY SOBOR,8/30/2017,"5141 Rosa Parks Blvd, Detroit, MI 48208",The Forge Artist Residency,,1,https://www.dropbox.com/s/b2dvhpo716hbkw6/m0472.jpg?dl=0,
m0473,,unknown,5/22/2016,"19320 Van Dyke, Detroit, MI",,,3,https://www.dropbox.com/s/wxsa3o873c33cyx/m0473.jpg?dl=0,
m0474,,unknown,5/22/2016,"19321 Van Dyke, Detroit, MI",,,3,https://www.dropbox.com/s/jyhicoxvvh6dqzc/m0474.jpg?dl=0,
m0475,,unknown,5/22/2016,"19322 Van Dyke, Detroit, MI",,,3,https://www.dropbox.com/s/z4wkdcf6pl3m7jz/m0475.jpg?dl=0,
m0476,,unknown,5/22/2016,"19323 Van Dyke, Detroit, MI",,,3,https://www.dropbox.com/s/jbvt7bhhkso2n1d/m0476.jpg?dl=0,
m0477,,unknown,5/22/2016,"19324 Van Dyke, Detroit, MI",,,3,https://www.dropbox.com/s/s7toa5qykzsnjm0/m0477.jpg?dl=0,
m0478,,unknown,5/22/2016,"19325 Van Dyke, Detroit, MI",,,3,https://www.dropbox.com/s/90nonkzosefc39i/m0478.jpg?dl=0,
m0479,,unknown,5/22/2016,"19326 Van Dyke, Detroit, MI",,,3,https://www.dropbox.com/s/1zif9gpfj5f4ptd/m0479.jpg?dl=0,
m0480,,unknown,5/22/2016,"19327 Van Dyke, Detroit, MI",,,3,https://www.dropbox.com/s/vbholrt6wz8iad8/m0480.jpg?dl=0,
m0481,,ASKEW,5/22/2012,"8590 Joseph Campau Street, Hamtramck, MI",,,,https://www.dropbox.com/s/jxrlibquo3jt3sx/m0481.jpg?dl=0,
m0482,,unknonwn,1/22/2013,"3201 Dan St, Hamtramck, MI",,,,https://www.dropbox.com/s/82763agslajdnbo/m0482.jpg?dl=0,
m0483,,unknown,5/22/1982,"10037 Joseph Campau, Detroit, MI",,,3,https://www.dropbox.com/s/rcrqubj8ffmbwkx/m0483.jpg?dl=0,
m0484,,DOLAN STERNS,5/22/2016,"10229 Joseph Campau St. Hamtramck, MI",,Dunwell Printing Company,, https://www.dropbox.com/s/xpt6lun9nh5ycca/m0484.jpg?dl=0,
m0485,,"CHELSEA SKINNER ] , [ ADWITY BORNA",1/22/2013,"2777 Botsford Street, Hamtramck, MI",,International Hope Center,,https://www.dropbox.com/s/7ckdr2bv3dgsmih/m0485.jpg?dl=0,
m0486,,unknown,5/22/2017,"2800 East Davison Street, Detroit, MI",,,3,https://www.dropbox.com/s/mt4ijb5psosghst/m0486.jpg?dl=0,
m0487,,unknown,1/22/2013,"8315 East Seven Mile, Detroit, MI",,,3,https://www.dropbox.com/s/dxpgppd2vj6pbhs/m0487.jpg?dl=0,
m0488,,unknown,1/22/2013,"8316 East Seven Mile, Detroit, MI",,,3,https://www.dropbox.com/s/dau1ej2w0rg3bzc/m0488.jpg?dl=0,
m0489,,unknown,1/22/2013,"8500 2nd Ave, Detroit, MI",,,,https://www.dropbox.com/s/egs43iuzx76aemq/m0489.jpg?dl=0,
m0490,,unknown,1/22/2013,"120 W Congress St, Detroit, MI",,,,https://www.dropbox.com/s/fai0imeeqfpve9u/m0490.jpg?dl=0,
m0491,,SUMMER IN THE CITY,11/22/2017,"4424 Vernor Hwy, Detroit, MI",,,6,https://www.dropbox.com/s/1kdtwz71ip4jgvh/m0491.jpg?dl=0,
m0492,,SUMMER IN THE CITY,1/22/2013,"4415 West Vernor, Detroit, MI",,,,https://www.dropbox.com/s/zmgnpr36xq8bdwv/m0492.jpg?dl=0,
m0493,,SUMMER IN THE CITY,1/22/2013,"1601 Clark Ave, Detroit, M",,,,https://www.dropbox.com/s/sgtxsu7ts3ph5r8/m0493.jpg?dl=0,
m0494,,SHADES,11/22/2017,"1444 Brooklyn St Detroit, MI",,,6,https://www.dropbox.com/s/p0yh9qxlajziet4/m0494.jpg?dl=0,
m0495,,NICOLE MACDONALD,1/22/2013,"5729 Grand River, Detroit, MI",,,,https://www.dropbox.com/s/tde8w6w2x9lns70/m0495.jpg?dl=0,
m0496,,unknown,1/22/2013,"672 W Grand Blvd, Detroit, MI",,,,https://www.dropbox.com/s/zc4fn76s7al4y5q/m0496.jpg?dl=0,
m0512,,NICOLE MACDONALD,9/1/2016,"3343 Gratiot Avenue, Detroit, MI",,,,https://www.dropbox.com/s/40eouhkwr2wz43i/m0512.jpg?dl=0,
m0513,,NICOLE MACDONALD,9/1/2016,"3345 Gratiot Avenue, Detroit, MI",,,,https://www.dropbox.com/s/3zi4j9p1k5xxk6p/m0513.jpg?dl=0,
m0528,,FREDDY DIAZ,3/22/2018,"9429 West Fort Street, Detroit, MI",,,6,https://www.dropbox.com/s/vkr0mrhq5kmwc6s/m0528.jpg?dl=0,
m0529,,unknown,3/22/2018,"1922 Ferdinand Street, Detroit, MI",,,6,https://www.dropbox.com/s/gyn8itg01ab4bym/m0529.jpg?dl=0,
m0530,,SUMMER IN THE CITY,1/22/2013,"8801 Dix Avenue, Detroit, MI",,,,https://www.dropbox.com/s/u2ng0kvazfon9sh/m0530.jpg?dl=0,
